,Unnamed: 0,key,prep,dobj,d.lemma,d.pos,d.animacy,d.number,d.r,d.t,d.pt,d.top,d.d,v.lemma,v.pos,v.aspect,v.mood,v.r,v.ca,v.aux,v_d,s.lemma,s.pos,s.animacy,s.number,s.r,s.t,s.pt,s.top,s.d,role
1276,1276,68094_1,False,False,годовщина,S,inan,sg,r:abstr,t:time,,,,посвятить,V,pf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1277,1277,68095_1,False,True,недостаток,S,inan,pl,r:abstr,,,,,посвятить,V,pf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1278,1278,68096_1,False,False,Нина,S,anim,sg,r:propn,t:persn,,,,книга,S,none,none,t:text,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1279,1279,68006_3,False,True,автоматизация,S,inan,sg,r:abstr,,,,der:v,посвятить,V,pf,indic,,,,d:pref,предприятие,S,inan,pl,r:concr,t:org,,,der:v,реципиент
1280,1280,68019_2,False,True,бог,S,anim,sg,r:concr,t:hum:supernat,,,,посвятить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1281,1281,68027_1,False,True,он,SPRO,none,3p,r:pers,,,,,посвятить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1282,1282,68087_0,False,False,он,SPRO,none,3p,r:pers,,,,,говорить,V,ipf,indic,t:speech,ca:noncaus,,d:root,она,SPRO,none,3p,r:pers,,,,,реципиент
1283,1283,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1284,1284,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1285,1285,68499_24,False,True,предприятие,S,inan,sg,r:concr,t:org,,,der:v,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1286,1286,68500_1,False,False,мэтр,S,anim,pl,r:concr,t:hum,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,канал,S,inan,sg,r:concr,t:constr,,top:contain,,реципиент
1287,1287,68505_2,False,True,сторона,S,inan,sg,r:concr,t:space,pt:part,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1288,1288,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1289,1289,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1290,1290,68513_5,False,True,Гренада,S,inan,sg,r:propn,t:topon,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1291,1291,68517_1,False,False,Гайдар,S,anim,sg,r:propn,t:persn,,,,премьер,S,none,none,t:hum,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1292,1292,68520_1,False,True,он,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1293,1293,68526_2,False,False,задержать,V,none,pass,,,,,d:pref,апартамент,S,none,none,t:space,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1294,1294,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1295,1295,68533_1,False,True,она,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1296,1296,68534_1,False,True,уволить,V,none,pass,,,,,d:pref,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,это,PART,none,none,,,,,,реципиент
1297,1297,68536_7,False,True,я,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1298,1298,68538_1,False,True,она,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,муж,S,anim,sg,r:concr,t:hum:kin,,,,реципиент
1299,1299,68542_0,False,False,я,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1300,1300,68544_4,False,False,я,SPRO,none,1p,r:pers,,,,,обидно,PRAEDIC,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1301,1301,68546_6,False,False,создатель,S,anim,sg,r:concr,t:hum,,,d:nag,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1302,1302,68548_1,False,True,компания,S,inan,sg,r:concr,t:group,pt:set,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1303,1303,68549_0,False,True,оно,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1304,1304,68554_1,False,True,ссуда,S,inan,pl,r:concr,,,,,задолженность,S,none,none,t:poss,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1305,1305,68554_0,False,True,регион,S,inan,pl,r:concr,t:space,pt:part,,,перечислять,V,ipf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1306,1306,68555_3,False,True,власть,S,inan,sg,r:abstr,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,группа,S,inan,sg,r:concr,,pt:set,,,реципиент
1307,1307,68557_1,False,True,я,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1308,1308,68558_0,False,False,мы,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1309,1309,68570_1,False,True,заказчик,S,anim,sg,r:concr,t:hum,,,d:nag,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1310,1310,68573_4,False,True,она,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1311,1311,68575_2,False,True,я,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
1312,1312,68577_1,False,True,масса,S,inan,sg,r:abstr,t:param,,,,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1313,1313,68581_6,False,False,посетитель,S,anim,pl,r:concr,t:hum,,,d:nag,предоставить,V,pf,plen,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1314,1314,68586_0,False,False,мы,SPRO,none,1p,r:pers,,,,,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1315,1315,68594_0,False,False,ты,SPRO,none,2p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1316,1316,68595_1,False,True,император,S,anim,sg,r:concr,t:hum,,,der:s,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1317,1317,68596_2,False,True,он,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1318,1318,68537_2,False,False,вывод,S,inan,pl,r:abstr,t:ment,,,der:s0,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1319,1319,68540_2,False,False,Сеславин,S,anim,sg,r:propn,t:famn,,,,предоставить,V,pf,indic,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1320,1320,68562_1,False,False,отвергнуть,V,none,praet,,,,,d:pref,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1321,1321,68578_6,False,False,жена,S,anim,sg,r:concr,t:hum:kin,,,,предоставить,V,pf,praet,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1322,1322,68592_0,False,False,она,SPRO,none,3p,r:pers,,,,,предоставить,V,pf,act,t:poss,ca:caus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,контрагент
1323,1323,68599_6,False,True,поп-музыка,S,inan,sg,,,,,,предпочитать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1324,1324,68621_0,False,True,они,SPRO,none,3p,r:pers,,,,,предпочитать,V,ipf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1325,1325,68624_0,False,True,что,SPRO,none,sg,r:rel,,,,,предпочитать,V,ipf,sg,,,,d:pref,,PUNCT,none,none,none,none,none,none,none,реципиент
1326,1326,68634_0,False,True,воздух,S,inan,sg,r:concr,t:stuff,,,,предпочитать,V,ipf,indic,,,,d:pref,взгляд,S,inan,pl,r:abstr,t:perc,,,,реципиент
1327,1327,68640_2,False,True,опыт,S,inan,sg,r:abstr,,,,,предпочитать,V,ipf,indic,,,,d:pref,ты,SPRO,none,2p,r:pers,,,,,реципиент
1328,1328,68649_6,False,True,действие,S,inan,sg,r:abstr,,,,,предпочитать,V,ipf,indic,,,,d:pref,автор,S,anim,pl,r:concr,t:hum,,,d:nag,реципиент
1329,1329,68660_0,False,False,ветвь,S,inan,sg,r:concr,,pt:part,,,винтовка,S,none,none,t:tool:weapon,,,der:s,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1330,1330,68663_0,False,True,мемуары,S,S,pl,r:concr,t:text,,,,предпочитать,V,ipf,indic,,,,d:pref,он,SPRO,none,3p,r:pers,,,,,реципиент
1331,1331,68665_8,False,True,общество,S,inan,sg,r:concr,,pt:aggr,,,предпочитать,V,ipf,indic,,,,d:pref,Карандаш,S,anim,sg,r:concr,top:rod,,top:rod,,реципиент
1332,1332,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1333,1333,68672_17,False,True,погоня,S,inan,sg,r:abstr,t:move,,,,кувалда,S,none,none,t:tool:instr,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1334,1334,68674_1,False,True,чистота,S,inan,sg,r:abstr,,,,der:a,предпочитать,V,ipf,indic,,,,d:pref,который,APRO,none,sg,r:rel,t:ord,,,,реципиент
1335,1335,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1336,1336,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1337,1337,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1338,1338,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,реципиент
1339,1339,68693_0,False,True,политика,S,inan,sg,r:abstr,,,,,предпочитать,V,ipf,praes,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1340,1340,68687_5,False,False,жизнь,S,inan,sg,r:abstr,t:be:exist,,,,предпочитать,V,ipf,indic,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1341,1341,103912_1,False,False,читатель,S,anim,sg,r:concr,t:hum,,,d:nag,представиться,V,pf,imper,,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,реципиент
1342,1342,68809_0,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,работа,S,inan,sg,r:abstr,,,,der:v,экспериенцер
1343,1343,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1344,1344,68814_2,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,работа,S,inan,sg,r:abstr,,,,der:v,экспериенцер
1345,1345,68819_2,False,True,я,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,путь,S,inan,sg,r:concr,t:space,,top:stripe,,экспериенцер
1346,1346,68822_2,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,работа,S,inan,sg,r:abstr,,,,der:v,экспериенцер
1347,1347,68825_2,False,True,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,толчок,S,inan,sg,r:concr,t:space,pt:qtm,,der:v,экспериенцер
1348,1348,68833_17,False,True,он,SPRO,none,3p,r:pers,,,,,представляться,V,pf,indic,,,,d:pref,тюрьма,S,inan,sg,r:concr,t:constr,,top:contain,,экспериенцер
1349,1349,68836_2,False,True,женщина,S,anim,sg,r:concr,t:hum,,,,предстоять,V,ipf,indic,,,,d:pref,многое,SPRO,none,sg,r:spec,,,,der:apro,экспериенцер
1350,1350,68842_1,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,это,SPRO,none,sg,r:dem,,,,,экспериенцер
1351,1351,68846_0,False,False,я,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1352,1352,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1353,1353,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1354,1354,68878_3,False,True,Муромский,S,anim,sg,r:propn,t:famn,,,,предстоять,V,ipf,indic,,,,d:pref,затруднение,S,inan,sg,r:abstr,,,,der:s0,экспериенцер
1355,1355,68884_3,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1356,1356,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1357,1357,68892_2,False,True,язык,S,inan,sg,r:abstr,,pt:partb,,,предстоять,V,ipf,indic,,,,d:pref,который,APRO,none,sg,r:rel,t:ord,,,,экспериенцер
1358,1358,68797_5,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,решить,V,none,inf,,t:ment,,,,экспериенцер
1359,1359,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1360,1360,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1361,1361,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1362,1362,68805_5,False,True,сторона,S,inan,sg,r:concr,t:space,pt:part,,,фрагмент,S,none,none,t:text,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1363,1363,68807_3,False,True,ГИБДД,S,0,sg,,,,,,предстоять,V,ipf,indic,,,,d:pref,вынести,V,none,inf,,,,,d:pref,экспериенцер
1364,1364,68808_3,False,True,страна,S,inan,sg,r:concr,t:space,,,,предстоять,V,ipf,indic,,,,d:pref,заплатить,V,none,inf,,t:poss,,,d:pref,экспериенцер
1365,1365,68810_3,False,True,гражданин,S,anim,pl,r:concr,t:hum,,,,предстоять,V,ipf,indic,,,,d:pref,сделать,V,none,inf,,,,,d:pref,экспериенцер
1366,1366,68811_2,False,True,Россия,S,inan,sg,r:propn,t:topon,,,,предстоять,V,ipf,indic,,,,d:pref,отвечать,V,none,act,,t:speech,,,d:pref,экспериенцер
1367,1367,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1368,1368,68815_2,False,True,бригада,S,inan,sg,r:concr,t:org,pt:part,,,предстоять,V,intr,indic,,,,d:pref,вырубить,V,none,inf,,t:be:disapp,,,d:pref,экспериенцер
1369,1369,68818_0,False,False,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,увидеть,V,none,inf,,t:perc,,,d:pref,экспериенцер
1370,1370,68827_0,False,True,я,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,воевать,V,none,act,,,,,d:root,экспериенцер
1371,1371,68829_0,False,True,корпус,S,inan,sg,r:concr,,pt:partb,,,предстоять,V,ipf,indic,,,,d:pref,пополнить,V,none,inf,,,,,d:pref,экспериенцер
1372,1372,68830_0,False,True,партия,S,inan,sg,r:concr,t:org,,,,предстоять,V,ipf,indic,,,,d:pref,стать,V,none,act,,t:move:body,,,d:root,экспериенцер
1373,1373,68837_2,False,True,они,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,жить,V,none,act,,t:be:exist,,,d:root,экспериенцер
1374,1374,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1375,1375,68841_0,False,True,Павел,S,anim,sg,r:propn,t:persn,,,,предстоять,V,ipf,indic,,,,d:pref,разработать,V,none,inf,,,,,d:pref,экспериенцер
1376,1376,68843_2,False,True,Дисней,S,anim,sg,r:propn,t:famn,,,,предстоять,V,ipf,indic,,,,d:pref,получить,V,none,inf,,t:poss,,,,экспериенцер
1377,1377,68844_0,False,True,авангард,S,inan,sg,r:concr,,pt:part,,,предстоять,V,ipf,indic,,,,d:pref,сделать,V,none,inf,,,,,d:pref,экспериенцер
1378,1378,68848_4,False,True,который,APRO,none,sg,r:rel,t:ord,,,,предстоять,V,ipf,indic,,,,d:pref,разыграть,V,none,inf,,,,,d:pref,экспериенцер
1379,1379,68850_2,False,True,литература,S,inan,sg,r:concr,,pt:aggr,,,предстоять,V,ipf,indic,,,,d:pref,открыть,V,none,inf,,t:impact,,,d:pref,экспериенцер
1380,1380,68851_1,False,True,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,провести,V,none,inf,,t:move,,,d:pref,экспериенцер
1381,1381,68853_2,False,True,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,находиться,V,none,med,,t:move,,,d:pref,экспериенцер
1382,1382,68854_7,False,True,который,APRO,none,sg,r:rel,t:ord,,,,предстоять,V,ipf,indic,,,,d:pref,проводить,V,none,inf,,t:move,,,d:pref,экспериенцер
1383,1383,68855_0,False,True,Хряпа,S,anim,sg,r:propn,t:nick,,,,предстоять,V,ipf,indic,,,,d:pref,выходить,V,none,act,,t:move,,,d:pref,экспериенцер
1384,1384,68857_0,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,оценить,V,none,inf,,,,,der:s,экспериенцер
1385,1385,68860_5,False,True,взрослый,S,anim,pl,r:concr,t:hum,,,der:subst,предстоять,V,ipf,indic,,,,d:pref,помочь,V,none,act,,,,,d:pref,экспериенцер
1386,1386,68861_0,False,True,вы,SPRO,none,2p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,прочитать,V,none,inf,,,,,d:pref,экспериенцер
1387,1387,68862_3,False,True,патриарх,S,anim,sg,r:concr,t:hum,,,,предстоять,V,ipf,indic,,,,d:pref,заседание,S,inan,sg,r:abstr,t:action,,,,экспериенцер
1388,1388,68863_1,False,True,они,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,выходить,V,none,act,,t:move,,,d:pref,экспериенцер
1389,1389,68864_0,False,True,Госдума,S,inan,sg,r:propn,t:org,,,der:abbr,предстоять,V,ipf,indic,,,,d:pref,рассмотреть,V,none,inf,,t:perc,,,d:pref,экспериенцер
1390,1390,68866_1,False,True,правительство,S,inan,sg,r:concr,t:group,pt:part,,der:v,предстоять,V,ipf,indic,,,,d:pref,сделать,V,none,inf,,,,,d:pref,экспериенцер
1391,1391,68867_2,False,True,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,стать,V,none,act,,t:move:body,,,d:root,экспериенцер
1392,1392,68868_1,False,True,носитель,S,inan,sg,r:concr,t:hum,,,d:nag,предстоять,V,ipf,indic,,,,d:pref,аппарат,S,inan,pl,r:concr,t:tool:device,,,,экспериенцер
1393,1393,68869_1,False,True,соотечественник,S,anim,pl,r:concr,t:hum,,,der:s,дополнение,S,none,none,,,,der:s0,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1394,1394,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1395,1395,68872_0,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,разрешить,V,none,inf,,,,,d:pref,экспериенцер
1396,1396,68873_1,False,True,мы,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,изучать,V,none,inf,,,,,d:pref,экспериенцер
1397,1397,68875_15,False,False,вы,SPRO,none,2p,r:pers,,,,,дать,V,pf,indic,t:poss,ca:caus,,d:root,я,SPRO,none,1p,r:pers,,,,,экспериенцер
1398,1398,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1399,1399,68882_1,False,True,я,SPRO,none,1p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,познакомиться,V,none,med,,,,,d:pref,экспериенцер
1400,1400,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1401,1401,68890_2,False,True,он,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,обостриться,V,none,med,,,,,d:pref,экспериенцер
1402,1402,68891_2,False,False,ты,SPRO,none,2p,r:pers,,,,,вернуться,V,pf,indic,t:move,ca:noncaus,,,симпатия,S,inan,pl,r:abstr,t:psych:emot,,,,экспериенцер
1403,1403,68893_1,False,True,она,SPRO,none,3p,r:pers,,,,,предстоять,V,ipf,indic,,,,d:pref,развить,V,none,inf,,t:changest,,,d:pref,экспериенцер
1404,1404,119885_7,False,True,импортер,S,anim,pl,r:concr,t:org,,,d:nag,предоставлять,V,ipf,indic,,,,d:pref,договор,S,inan,sg,r:abstr,t:inter,,,,экспериенцер
1405,1405,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1406,1406,119902_0,False,True,официант,S,anim,sg,r:concr,t:prof,,,,предъявить,V,pf,indic,,,,d:pref,Линда,S,anim,sg,r:propn,t:persn,,,,экспериенцер
1407,1407,119905_0,False,False,вы,SPRO,none,2p,r:pers,,,,,должен,A,none,none,t:modal,,,,я,SPRO,none,1p,r:pers,,,,,экспериенцер
1408,1408,119884_11,False,True,публика,S,inan,sg,r:concr,,pt:aggr,,,предъявить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1409,1409,119886_2,False,True,мусор,S,anim,pl,r:concr,,pt:aggr,,,предъявить,V,pf,indic,,,,d:pref,прокуратура,S,inan,sg,r:concr,t:org,,,der:s,экспериенцер
1410,1410,119887_5,False,False,Бертеньев,S,anim,sg,,,,,,предъявить,V,pf,plen,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1411,1411,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1412,1412,119891_17,False,True,Гулин,S,anim,sg,r:propn,t:famn,,,,удаться,V,pf,indic,,ca:noncaus,,d:pref,уйти,V,none,act,,t:move,,,d:pref,экспериенцер
1413,1413,119892_7,False,False,он,SPRO,none,3p,r:pers,,,,,предъявить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1414,1414,119894_2,False,True,который,APRO,none,pl,r:rel,t:ord,,,,предъявить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1415,1415,119895_6,False,True,вы,SPRO,none,2p,r:pers,,,,,предъявить,V,pf,act,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1416,1416,119897_2,False,False,арестованный,S,anim,pl,r:concr,t:hum,,,der:subst,предъявить,V,pf,praet,,,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1417,1417,119899_0,False,False,глава,S,anim,sg,r:concr,t:text,pt:partb,,,обвинение,S,none,none,,,,,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,экспериенцер
1418,1418,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,экспериенцер
1419,1419,91333_1,False,False,я,SPRO,none,1p,r:pers,,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,белка,S,anim,sg,r:concr,t:animal,,,der:a,направление
1420,1420,91334_1,False,False,машина,S,inan,sg,r:concr,t:fam,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,он,SPRO,none,3p,r:pers,,,,,направление
1421,1421,91339_2,False,True,я,SPRO,none,1p,r:pers,,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,сестра,S,anim,sg,r:concr,t:hum:kin,,,,направление
1422,1422,91347_1,False,False,он,SPRO,none,3p,r:pers,,,,,всё,SPRO,none,none,,,,,я,SPRO,none,1p,r:pers,,,,,направление
1423,1423,91358_1,False,True,он,SPRO,none,3p,r:pers,,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,no_subject,,направление
1424,1424,91364_3,False,True,знахарь,S,anim,sg,r:concr,t:hum,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,человек,S,anim,pl,r:concr,t:hum,,,,направление
1425,1425,91365_1,False,True,Тим,S,anim,sg,r:propn,t:persn,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,человек,S,anim,sg,r:concr,t:hum,,,,направление
1426,1426,91385_0,False,False,IT-шник,S,anim,pl,,,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,я,SPRO,none,1p,r:pers,,,,,направление
1427,1427,91397_0,False,False,мы,SPRO,none,1p,r:pers,,,,,прибежать,V,pf,indic,t:move,ca:noncaus,,d:pref,какой-то,APRO,none,sg,r:indet,,,,,направление
